,location,total_sqft,bath,price,BHK
2510,Harlur,1197.0,2.0,77.0,2
2511,Harlur,1752.12,3.0,125.0,3
2512,Harlur,3425.0,3.0,320.0,3
2513,Harlur,2569.0,5.0,180.0,4
2514,Harlur,1225.0,2.0,56.0,2
2515,Harlur,1197.0,2.0,76.0,2
2517,Harlur,1197.0,2.0,75.0,2
2518,Harlur,1755.0,3.0,117.0,3
2519,Harlur,1197.0,2.0,79.9,2
2520,Harlur,936.0,2.0,45.0,2
2521,Harlur,2990.0,4.0,225.0,4
2522,Harlur,1370.0,2.0,88.0,2
2523,Harlur,1335.0,2.0,72.76,2
2524,Hebbal,1760.0,2.0,123.0,3
2525,Hebbal,5611.5,4.0,477.0,4
2527,Hebbal,1349.0,2.0,98.2,2
2528,Hebbal,2483.0,5.0,212.0,4
2529,Hebbal,1760.0,2.0,130.0,3
2530,Hebbal,2400.0,4.0,245.0,3
2531,Hebbal,3450.0,5.0,260.0,3
2532,Hebbal,1920.0,3.0,134.0,3
2533,Hebbal,1500.0,3.0,150.0,3
2534,Hebbal,1337.0,2.0,82.0,2
2535,Hebbal,1349.0,2.0,98.0,2
2536,Hebbal,2470.0,5.0,247.0,4
2537,Hebbal,1036.0,2.0,50.0,2
2540,Hebbal,1790.0,3.0,127.0,3
2541,Hebbal,687.325,2.0,42.72,2
2543,Hebbal,1985.0,4.0,189.0,3
2544,Hebbal,2483.0,5.0,215.0,4
2545,Hebbal,1080.0,2.0,54.0,2
2546,Hebbal,812.0,2.0,55.0,2
2548,Hebbal,1075.0,2.0,52.0,2
2549,Hebbal,3067.0,4.0,230.0,4
2550,Hebbal,1040.0,2.0,50.0,2
2551,Hebbal,2526.0,2.0,250.0,3
2552,Hebbal,823.0,2.0,50.63,2
2553,Hebbal,1420.0,2.0,123.0,2
2555,Hebbal,3067.0,4.0,310.0,4
2556,Hebbal,1420.0,2.0,99.39,2
2557,Hebbal,4235.0,4.0,365.0,4
2558,Hebbal,1700.0,3.0,124.0,3
2559,Hebbal,3960.0,5.0,386.0,4
2561,Hebbal,1440.0,2.0,115.0,2
2562,Hebbal,1100.0,2.0,54.0,2
2563,Hebbal,2400.0,4.0,180.0,3
2564,Hebbal,1420.0,2.0,107.0,2
2565,Hebbal,1320.0,2.0,92.0,2
2566,Hebbal,919.0,2.0,49.0,2
2567,Hebbal,1645.0,3.0,135.0,3
2568,Hebbal,2080.0,3.0,175.0,3
2569,Hebbal,2483.0,5.0,230.0,4
2570,Hebbal,2600.0,3.0,195.0,3
2571,Hebbal,1645.0,3.0,117.0,3
2572,Hebbal,1251.0,2.0,88.73,2
2573,Hebbal,1645.0,3.0,121.0,3
2574,Hebbal,1760.0,3.0,123.0,3
2575,Hebbal,1645.0,3.0,120.0,3
2576,Hebbal,1255.0,2.0,90.0,3
2579,Hebbal,1636.0,3.0,119.0,3
2580,Hebbal,2661.0,2.0,226.5,3
2581,Hebbal,1255.0,2.0,95.0,3
2583,Hebbal,1088.0,2.0,61.45,2
2584,Hebbal,1349.0,2.0,97.8,2
2585,Hebbal,1344.0,2.0,108.0,2
2586,Hebbal,1138.0,2.0,110.0,2
2588,Hebbal,1088.0,2.0,62.0,2
2589,Hebbal,1987.0,4.0,165.0,3
2590,Hebbal,1299.0,2.0,100.0,2
2591,Hebbal,1200.0,2.0,60.0,2
2592,Hebbal,1390.0,2.0,95.0,2
2593,Hebbal,1333.0,2.0,100.0,2
2594,Hebbal,2650.0,4.0,199.0,3
2595,Hebbal,3450.0,5.0,348.0,3
2596,Hebbal,1800.0,3.0,140.0,3
2598,Hebbal,2470.0,4.0,203.0,4
2599,Hebbal,1333.0,2.0,104.0,2
2600,Hebbal,2600.0,3.0,199.0,3
2601,Hebbal,1345.0,2.0,97.0,2
2603,Hebbal,985.0,2.0,62.0,2
2604,Hebbal,1320.0,2.0,91.0,2
2605,Hebbal,2388.0,3.0,195.0,3
2606,Hebbal,1040.0,2.0,55.0,2
2608,Hebbal,1150.0,2.0,55.0,2
2610,Hebbal,3895.0,3.0,390.0,3
2611,Hebbal,1645.0,3.0,113.0,3
2613,Hebbal,3520.0,5.0,320.0,3
2614,Hebbal,1162.0,2.0,69.0,2
2615,Hebbal,1100.0,2.0,60.0,2
2616,Hebbal,4235.0,5.0,364.0,4
2617,Hebbal,1299.0,2.0,97.0,2
2618,Hebbal,2470.0,5.0,192.0,4
2619,Hebbal,4450.0,6.0,449.0,4
2620,Hebbal,3520.0,5.0,240.0,3
2621,Hebbal,1920.0,3.0,150.0,3
2622,Hebbal,2375.0,4.0,189.0,4
2623,Hebbal,1420.0,2.0,99.26,2
2624,Hebbal,1252.0,2.0,92.0,2
2625,Hebbal,1162.0,2.0,59.0,2
2626,Hebbal,1294.0,2.0,115.0,2
2627,Hebbal,4225.0,6.0,359.0,4
2628,Hebbal,1150.0,2.0,57.0,2
2629,Hebbal,1740.0,2.0,137.0,3
2631,Hebbal,1662.0,3.0,155.0,3
2632,Hebbal,2250.0,3.0,219.0,3
2633,Hebbal,4000.0,6.0,370.0,4
2634,Hebbal,1349.0,2.0,96.8,2
2635,Hebbal Kempapura,1700.0,3.0,155.0,3
2636,Hebbal Kempapura,1800.0,3.0,175.0,3
2637,Hebbal Kempapura,2900.0,4.0,300.0,3
2638,Hebbal Kempapura,3522.0,3.0,380.0,3
2639,Hebbal Kempapura,2280.0,5.0,200.0,5
2640,Hebbal Kempapura,1200.0,2.0,125.0,2
2641,Hebbal Kempapura,2900.0,4.0,240.0,3
2643,Hebbal Kempapura,1300.0,2.0,102.0,2
2644,Hebbal Kempapura,1466.0,2.0,140.0,3
2646,Hebbal Kempapura,1725.0,2.0,165.0,3
2647,Hebbal Kempapura,1200.0,3.0,125.0,3
2648,Hebbal Kempapura,3408.0,3.0,260.0,3
2649,Hebbal Kempapura,1485.0,3.0,132.0,2
2650,Hebbal Kempapura,1400.0,2.0,108.0,2
2651,Hebbal Kempapura,1800.0,3.0,150.0,3
2652,Hebbal Kempapura,2400.0,5.0,200.0,5
2653,Hebbal Kempapura,2800.0,5.0,220.0,5
2654,Hebbal Kempapura,1785.0,3.0,165.0,3
2655,Hebbal Kempapura,3729.0,4.0,384.0,4
2656,Hebbal Kempapura,1600.0,3.0,170.0,3
2657,Hebbal Kempapura,1730.0,3.0,175.0,3
2659,Hegde Nagar,1569.0,3.0,101.0,3
2660,Hegde Nagar,3000.0,7.0,210.0,6
2661,Hegde Nagar,2026.0,3.0,132.0,3
2662,Hegde Nagar,1801.0,3.0,115.0,3
2663,Hegde Nagar,1050.0,1.0,56.0,2
2664,Hegde Nagar,1341.0,2.0,97.0,2
2665,Hegde Nagar,2112.95,4.0,145.0,3
2666,Hegde Nagar,1200.0,4.0,83.0,4
2667,Hegde Nagar,1703.0,3.0,113.0,3
2668,Hegde Nagar,1570.0,3.0,105.0,3
2669,Hegde Nagar,1801.0,3.0,140.0,3
2670,Hegde Nagar,1584.01,3.0,103.0,3
2671,Hegde Nagar,1965.0,4.0,125.0,3
2672,Hegde Nagar,1200.0,2.0,75.0,2
2673,Hegde Nagar,1847.0,3.0,135.0,3
2674,Hegde Nagar,1965.0,4.0,132.0,3
2675,Hegde Nagar,1703.0,3.0,125.0,3
2676,Hegde Nagar,1847.0,3.0,125.0,3
2677,Hegde Nagar,2144.6,4.0,145.0,3
2678,Hegde Nagar,1718.0,3.0,119.0,3
2679,Hegde Nagar,1847.0,3.0,123.0,3
2680,Hegde Nagar,1340.0,2.0,72.0,2
2681,Hegde Nagar,2087.01,3.0,115.0,3
2682,Hegde Nagar,1703.0,3.0,130.0,3
2683,Hegde Nagar,2087.01,4.0,135.0,3
2684,Hegde Nagar,1718.0,3.0,130.0,3
2685,Hegde Nagar,1884.0,4.0,118.0,3
2686,Hegde Nagar,1930.0,4.0,122.0,3
2687,Hegde Nagar,1584.01,3.0,104.0,3
2688,Hegde Nagar,1168.0,2.0,68.0,3
2689,Hegde Nagar,2162.03,4.0,129.0,3
2690,Hegde Nagar,2087.01,4.0,160.0,3
2691,Hegde Nagar,1000.0,2.0,66.0,2
2692,Hegde Nagar,1348.0,2.0,80.5,3
2693,Hennur,1075.0,2.0,52.0,2
2694,Hennur,1255.0,2.0,52.32,2
2695,Hennur,1225.0,2.0,57.0,2
2696,Hennur,1255.0,2.0,57.5,2
2697,Hennur,1259.0,2.0,57.0,2
2698,Hennur,1255.0,2.0,53.5,2
2699,Hennur,1285.0,2.0,60.0,2
2700,Hennur,1100.0,2.0,60.0,2
2701,Hennur,1231.0,2.0,48.0,2
2702,Hennur,1255.0,2.0,58.0,2
2703,Hennur,1040.0,2.0,42.12,2
2704,Hennur,1255.0,2.0,54.5,2
2705,Hennur,1041.0,2.0,40.6,2
2707,Hennur,1255.0,2.0,55.5,2
2709,Hennur,1231.0,2.0,50.0,2
2710,Hennur,2500.0,5.0,125.0,5
2711,Hennur,1160.0,2.0,49.0,2
2712,Hennur,2400.0,3.0,135.0,3
2713,Hennur,1100.0,2.0,44.55,2
2714,Hennur,960.0,2.0,48.0,2
2715,Hennur,1020.0,2.0,48.0,2
2716,Hennur,2557.0,2.0,170.0,4
2717,Hennur,1295.0,2.0,64.0,2
2718,Hennur,1935.0,3.0,102.0,3
2720,Hennur,1345.0,2.0,69.0,3
2721,Hennur,1420.0,2.0,62.0,2
2722,Hennur,1155.0,2.0,54.5,2
2723,Hennur,1255.0,2.0,52.35,2
2726,Hennur,1830.0,2.0,113.0,3
2727,Hennur,1830.5,3.0,84.205,3
2728,Hennur,1255.0,2.0,53.57,2
2729,Hennur,1830.0,3.0,121.0,3
2730,Hennur,1255.0,2.0,56.5,2
2731,Hennur,1050.0,2.0,42.73,2
2732,Hennur,1295.0,2.0,62.0,2
2733,Hennur Road,2089.0,3.0,140.0,3
2734,Hennur Road,3203.5,2.0,224.5,4
2735,Hennur Road,5000.0,8.0,250.0,8
2736,Hennur Road,1385.0,2.0,83.09,2
2737,Hennur Road,1317.5,2.0,63.77,2
2739,Hennur Road,2264.0,3.0,159.0,3
2740,Hennur Road,1157.0,2.0,84.0,2
2741,Hennur Road,1904.0,3.0,120.0,3
2742,Hennur Road,1891.0,3.0,109.0,3
2743,Hennur Road,1561.0,3.0,95.0,3
2745,Hennur Road,2060.0,3.0,149.0,3
2746,Hennur Road,1482.0,2.0,92.0,3
2747,Hennur Road,1232.0,2.0,89.0,2
2748,Hennur Road,1065.0,2.0,42.6,2
2749,Hennur Road,1482.0,2.0,83.73,3
2750,Hennur Road,1482.0,2.0,87.0,3
2751,Hennur Road,1891.0,3.0,139.0,3
2752,Hennur Road,1703.0,3.0,101.0,3
2753,Hennur Road,1232.0,2.0,69.61,2
2754,Hennur Road,987.0,2.0,49.0,2
2755,Hennur Road,1804.0,3.0,102.0,3
2756,Hennur Road,2160.0,3.0,160.0,3
2758,Hennur Road,1680.0,3.0,99.27,3
2760,Hennur Road,2350.0,3.0,174.0,3
2761,Hennur Road,1586.0,3.0,93.94,3
2762,Hennur Road,1975.0,3.0,123.0,3
2763,Hennur Road,1664.0,2.0,93.865,3
2764,Hennur Road,1290.0,2.0,94.5,3
2765,Hennur Road,901.0,2.0,49.5,2
2766,Hennur Road,1445.0,3.0,86.56,3
2767,Hennur Road,1482.0,2.0,97.0,3
2768,Hennur Road,1182.0,2.0,82.5,2
2770,Hennur Road,1036.0,2.0,59.46,2
2771,Hennur Road,2320.0,3.0,170.0,3
2772,Hennur Road,1936.0,3.0,118.0,3
2773,Hennur Road,1480.0,2.0,65.0,2
2774,Hennur Road,1590.0,3.0,96.5,3
2775,Hennur Road,1445.0,2.0,105.0,3
2776,Hennur Road,1036.0,2.0,59.45,2
2777,Hennur Road,1832.0,3.0,125.0,3
2778,Hennur Road,1359.0,2.0,104.0,2
2779,Hennur Road,1341.0,2.0,75.76,2
2780,Hennur Road,1040.0,2.0,50.0,2
2781,Hennur Road,1685.0,3.0,95.0,3
2782,Hennur Road,1414.0,2.0,84.18,2
2783,Hennur Road,1949.0,3.0,133.0,3
2784,Hennur Road,1250.0,2.0,77.88,3
2785,Hennur Road,2502.0,4.0,180.0,4
2786,Hennur Road,1831.0,3.0,110.0,3
2787,Hennur Road,1232.0,2.0,87.0,2
2788,Hennur Road,1232.0,2.0,74.0,2
2789,Hennur Road,1232.0,2.0,66.0,2
2790,Hennur Road,1341.0,2.0,95.0,2
2792,Hennur Road,1232.0,2.0,88.0,2
2793,Hennur Road,2365.0,4.0,175.0,3
2794,Hennur Road,1310.0,2.0,66.0,2
2796,Hennur Road,1015.0,2.0,50.0,2
2798,Hennur Road,2264.0,3.0,168.0,3
2799,Hennur Road,2002.0,3.0,120.0,3
2800,Hennur Road,1232.0,2.0,69.6,2
2801,Hennur Road,1195.0,2.0,73.0,2
2802,Hennur Road,1020.0,2.0,47.0,2
2803,Hennur Road,5100.0,6.0,375.0,5
2804,Hennur Road,1061.0,2.0,54.92,2
2806,Hennur Road,1020.0,2.0,45.0,2
2807,Hennur Road,2041.0,3.0,128.0,3
2808,Hennur Road,1066.0,2.0,52.23,2
2809,Hennur Road,973.0,2.0,56.0,2
2810,Hennur Road,1255.0,2.0,84.0,2
2811,Hennur Road,1232.0,2.0,83.0,2
2812,Hennur Road,1832.0,3.0,116.0,3
2813,Hennur Road,2050.0,3.0,120.0,3
2814,Hennur Road,1445.0,2.0,86.69,3
2815,Hennur Road,1445.0,2.0,83.0,3
2816,Hennur Road,1679.0,3.0,94.86,3
2818,Hennur Road,1654.0,3.0,97.8,3
2819,Hennur Road,1305.0,2.0,110.0,3
2820,Hennur Road,1480.0,3.0,100.0,3
2821,Hennur Road,1450.0,3.0,88.6,3
2822,Hennur Road,1155.0,2.0,69.18,2
2823,Hennur Road,1053.0,2.0,53.0,2
2824,Hennur Road,1195.0,2.0,59.0,2
2825,Hennur Road,1904.0,3.0,129.0,3
2826,Hennur Road,1981.0,3.0,134.0,3
2828,Hennur Road,1590.0,3.0,105.0,3
2829,Hennur Road,2041.0,3.0,138.0,3
2830,Hennur Road,1100.0,2.0,78.0,3
2831,Hennur Road,1880.0,4.0,154.0,4
2832,Hennur Road,1748.0,3.0,103.0,3
2833,Hennur Road,1460.0,2.0,80.3,2
2835,Hennur Road,1933.0,3.0,140.0,3
2836,Hennur Road,1030.0,2.0,46.5,2
2838,Hennur Road,1445.0,2.0,89.56,3
2839,Hennur Road,973.0,2.0,50.74,2
2840,Hennur Road,1305.0,2.0,77.0,3
2842,Hennur Road,1165.0,2.0,67.0,2
2843,Hennur Road,980.0,2.0,51.0,2
2844,Hennur Road,1232.0,2.0,80.0,2
2845,Hennur Road,1085.0,2.0,43.4,2
2846,Hennur Road,950.0,2.0,55.0,2
2847,Hennur Road,1140.0,2.0,56.0,2
2848,Hennur Road,1891.0,3.0,110.0,3
2851,Hennur Road,1165.0,2.0,52.0,2
2852,Hennur Road,1450.0,2.0,80.0,2
2853,Hennur Road,1936.0,3.0,131.0,3
2854,Hoodi,985.0,2.0,67.0,2
2857,Hoodi,1425.0,2.0,80.0,2
2858,Hoodi,1420.0,2.0,75.0,2
2859,Hoodi,1639.0,3.0,110.0,3
2861,Hoodi,1639.0,3.0,98.32,3
2865,Hoodi,1026.0,2.0,60.87,2
2866,Hoodi,1050.0,2.0,50.0,2
2867,Hoodi,1400.0,2.0,78.0,2
2868,Hoodi,2400.0,5.0,160.0,5
2869,Hoodi,1196.0,2.0,71.74,2
2871,Hoodi,1500.0,2.0,84.0,2
2872,Hoodi,1055.0,2.0,57.63,2
2873,Hoodi,1925.0,2.0,114.0,3
2874,Hoodi,1400.0,2.0,82.0,2
2876,Hoodi,706.0,1.0,48.24,1
2877,Hoodi,1257.0,2.0,69.0,2
2878,Hoodi,1132.0,2.0,67.9,2
2879,Hoodi,1925.0,3.0,110.0,3
2881,Hoodi,1257.0,2.0,71.03,2
2882,Hoodi,1305.0,2.0,75.0,2
2884,Hoodi,1240.0,2.0,65.0,2
2886,Hoodi,1108.0,2.0,74.23,2
2887,Hoodi,1257.0,2.0,68.5,2
2888,Hoodi,1000.0,2.0,48.0,2
2889,Hoodi,1063.0,2.0,61.17,2
2890,Hoodi,1259.0,2.0,69.45,2
2891,Hoodi,711.0,1.0,42.65,1
2893,Hoodi,863.0,1.0,40.55,1
2894,Hoodi,1715.0,2.0,100.0,3
2896,Hoodi,1447.0,3.0,76.0,2
2897,Hoodi,2144.0,3.0,140.0,3
2898,Hoodi,1108.0,2.0,66.46,2
2900,Hoodi,1837.0,3.0,110.0,3
2901,Hoodi,3385.0,4.0,220.0,4
2903,Hoodi,1181.0,2.0,55.0,2
2904,Hoodi,1490.0,3.0,85.0,3
2905,Hoodi,1258.5,2.0,59.135,2
2906,Horamavu Agara,1200.0,2.0,45.0,2
2907,Horamavu Agara,1560.0,3.0,75.0,3
2908,Horamavu Agara,755.0,2.0,37.49,2
2909,Horamavu Agara,982.0,2.0,47.65,2
2910,Horamavu Agara,1650.0,2.0,75.0,3
2911,Horamavu Agara,950.0,2.0,39.0,2
2912,Horamavu Agara,1756.0,3.0,92.0,3
2913,Horamavu Agara,1106.0,2.0,43.09,2
2914,Horamavu Agara,1079.0,2.0,41.0,2
2915,Horamavu Agara,1169.0,2.0,64.0,2
2916,Horamavu Agara,1265.0,2.0,65.0,3
2917,Horamavu Agara,1060.0,2.0,37.0,2
2918,Horamavu Agara,1107.83,2.0,41.51,2
2919,Horamavu Agara,980.0,2.0,38.19,2
2920,Horamavu Agara,1250.0,3.0,65.0,3
2921,Horamavu Agara,1145.0,2.0,41.21,2
2922,Horamavu Agara,2400.0,3.0,80.0,5
2923,Horamavu Agara,1000.0,2.0,46.0,2
2924,Horamavu Agara,760.0,2.0,37.49,2
2925,Horamavu Agara,1150.0,2.0,42.0,2
2927,Horamavu Agara,1623.0,3.0,89.0,3
2928,Horamavu Agara,750.0,2.0,37.49,2
2929,Horamavu Agara,625.0,1.0,27.0,1
2930,Horamavu Agara,1080.0,2.0,38.0,2
2931,Horamavu Agara,994.0,2.0,42.28,2
2933,Horamavu Agara,1090.0,2.0,46.0,2
2934,Horamavu Agara,1400.0,3.0,63.0,3
2935,Horamavu Agara,1557.0,3.0,70.0,3
2936,Horamavu Agara,1058.0,2.0,47.0,2
2939,Horamavu Banaswadi,1460.0,2.0,80.5,2
2940,Horamavu Banaswadi,1156.0,2.0,46.0,2
2941,Horamavu Banaswadi,1180.0,2.0,58.0,2
2942,Horamavu Banaswadi,1307.0,2.0,51.6,2
2943,Horamavu Banaswadi,3800.0,8.0,200.0,6
2944,Horamavu Banaswadi,1357.0,2.0,54.0,2
2945,Horamavu Banaswadi,925.0,2.0,38.0,2
2946,Horamavu Banaswadi,1272.0,2.0,48.0,2
2947,Horamavu Banaswadi,1225.0,2.0,49.5,2
2948,Horamavu Banaswadi,1272.0,2.0,51.5,2
2949,Horamavu Banaswadi,1156.0,2.0,46.9,2
2950,Horamavu Banaswadi,1200.0,2.0,45.0,2
2951,Horamavu Banaswadi,1254.0,2.0,47.0,2
2953,Horamavu Banaswadi,1210.0,2.0,50.0,2
2954,Horamavu Banaswadi,1272.0,2.0,50.0,2
2955,Horamavu Banaswadi,1025.0,2.0,45.0,2
2956,Horamavu Banaswadi,1081.0,2.0,52.0,2
2957,Horamavu Banaswadi,1000.0,2.0,50.0,2
2958,Hormavu,1500.0,2.0,78.0,2
2959,Hormavu,1150.0,2.0,55.0,2
2960,Hormavu,715.0,1.0,46.0,1
2962,Hormavu,1180.0,2.0,50.0,2
2963,Hormavu,1200.0,2.0,67.0,2
2964,Hormavu,1200.0,3.0,70.0,2
2965,Hormavu,1175.0,2.0,52.0,2
2966,Hormavu,1351.0,2.0,53.0,1
2967,Hormavu,1141.0,2.0,44.4,2
2968,Hormavu,1130.0,2.0,42.3,2
2970,Hormavu,1725.0,3.0,85.0,3
2971,Hormavu,1153.0,2.0,65.0,2
2972,Hormavu,1150.0,2.0,53.11,2
2973,Hormavu,1123.0,2.0,56.0,2
2974,Hormavu,1385.0,2.0,69.0,3
2976,Hormavu,1030.0,2.0,49.35,2
2977,Hormavu,1018.0,2.0,50.8,2
2978,Hormavu,1555.0,3.0,75.0,3
2979,Hormavu,1143.0,2.0,53.0,2
2980,Hormavu,1100.0,2.0,38.0,2
2981,Hormavu,1000.0,2.0,50.0,2
2982,Hormavu,1200.0,2.0,68.0,2
2984,Hormavu,765.0,2.0,37.49,2
2986,Hormavu,1081.5,2.0,38.665,2
2987,Hormavu,1250.0,2.0,60.0,2
2988,Hormavu,965.0,2.0,37.15,2
2989,Hormavu,583.0,1.0,28.275,1
2990,Hormavu,1129.0,2.0,44.0,2
2991,Hormavu,1385.0,2.0,69.25,3
2992,Hormavu,1165.0,2.0,40.0,2
2993,Hormavu,1065.0,2.0,50.92,2
2994,Hormavu,1046.0,2.0,60.0,2
2995,Hormavu,1400.0,2.0,75.0,2
2996,Hormavu,1365.0,2.0,65.0,3
2997,Hormavu,1196.0,2.0,44.8,2
2998,Hormavu,1263.0,2.0,47.36,2
2999,Hormavu,1015.0,2.0,39.08,2
3001,Hormavu,1200.0,2.0,73.0,2
3002,Hormavu,1250.0,2.0,65.0,2
3004,Hormavu,1075.0,2.0,53.7,2
3005,Hormavu,980.0,2.0,42.0,2
3006,Hormavu,2282.0,4.0,115.0,4
3007,Hormavu,1206.0,2.0,55.0,2
3008,Hormavu,1310.0,2.0,67.0,2
3009,Hormavu,1310.0,2.0,60.0,2
3010,Hormavu,1020.0,2.0,45.75,2
3011,Hormavu,1210.0,2.0,69.0,2
3012,Hosa Road,1652.0,3.0,85.0,3
3014,Hosa Road,1161.0,2.0,55.15,2
3016,Hosa Road,1430.0,2.0,97.52,2
3017,Hosa Road,1365.0,2.0,92.0,2
3018,Hosa Road,1243.0,2.0,48.5,2
3020,Hosa Road,1332.0,2.0,86.12,3
3021,Hosa Road,615.0,1.0,28.29,1
3022,Hosa Road,1318.0,2.0,85.28,3
3023,Hosa Road,1513.0,3.0,103.0,3
3024,Hosa Road,1133.0,2.0,52.0,2
3025,Hosa Road,1016.0,2.0,40.0,2
3026,Hosa Road,972.0,2.0,40.0,2
3027,Hosa Road,1532.0,3.0,98.13,3
3028,Hosa Road,1680.0,3.0,101.0,3
3029,Hosa Road,880.0,2.0,50.0,2
3030,Hosa Road,1533.0,3.0,98.18,3
3031,Hosa Road,1040.0,2.0,68.59,2
3032,Hosa Road,1040.0,2.0,61.0,2
3034,Hosa Road,1245.0,2.0,62.0,2
3035,Hosa Road,1311.0,2.0,84.86,3
3036,Hosa Road,1512.0,3.0,103.0,3
3037,Hosa Road,800.0,1.0,39.99,1
3038,Hosa Road,1364.0,2.0,64.79,2
3039,Hosa Road,1016.0,2.0,45.0,2
3041,Hosa Road,1360.0,2.0,77.61,2
3042,Hosa Road,1170.0,2.0,65.0,2
3043,Hosa Road,1470.0,2.0,84.22,3
3045,Hosa Road,1161.0,2.0,48.75,2
3046,Hosa Road,1893.0,3.0,130.0,3
3048,Hosa Road,1016.0,2.0,39.95,2
3049,Hosakerehalli,2378.0,3.0,262.0,3
3050,Hosakerehalli,2376.0,3.0,203.0,3
3051,Hosakerehalli,3205.0,5.0,380.0,4
3053,Hosakerehalli,3024.0,5.0,350.0,4
3054,Hosakerehalli,2400.0,5.0,250.0,5
3055,Hosakerehalli,1817.0,4.0,153.0,3
3056,Hosakerehalli,1304.0,2.0,100.0,2
3057,Hosakerehalli,2480.0,3.0,245.0,3
3058,Hosakerehalli,925.0,2.0,46.5,2
3059,Hosakerehalli,2480.0,4.0,260.0,3
3060,Hosakerehalli,1596.0,3.0,79.8,3
3061,Hosakerehalli,1200.0,2.0,100.0,3
3062,Hosakerehalli,3205.0,4.0,300.0,4
3063,Hosakerehalli,3033.0,4.0,326.0,4
3064,Hosakerehalli,600.0,2.0,65.0,2
3065,Hosakerehalli,2480.0,4.0,265.0,3
3066,Hosakerehalli,925.0,2.0,46.25,2
3067,Hosakerehalli,2376.0,3.0,240.0,3
3068,Hosakerehalli,1500.0,6.0,145.0,5
3069,Hoskote,1250.0,3.0,50.0,3
3070,Hoskote,1225.0,3.0,40.0,3
3071,Hoskote,1740.0,3.0,60.0,3
3072,Hoskote,1170.0,2.0,45.0,2
3074,Hoskote,1200.0,3.0,57.0,3
3075,Hoskote,1069.0,2.0,38.0,3
3076,Hoskote,1095.0,2.0,33.6,2
3078,Hoskote,1065.0,2.0,31.5,2
3079,Hoskote,1395.0,2.0,63.0,3
3080,Hoskote,1065.0,2.0,28.5,2
3081,Hoskote,945.0,2.0,35.0,2
3082,Hoskote,1003.5,2.0,28.095,2
3083,Hoskote,1065.0,2.0,33.75,2
3084,Hoskote,509.0,1.0,23.0,1
3085,Hosur Road,1656.0,2.0,120.0,2
3086,Hosur Road,1194.0,2.0,69.0,2
3089,Hosur Road,3300.0,5.0,240.0,5
3090,Hosur Road,1510.0,2.0,105.0,3
3091,Hosur Road,1427.0,2.0,80.63,3
3092,Hosur Road,1508.0,2.0,110.0,3
3093,Hosur Road,460.0,1.0,21.0,1
3095,Hosur Road,1179.0,2.0,49.0,2
3096,Hosur Road,950.0,2.0,60.0,2
3097,Hosur Road,1194.0,2.0,71.64,2
3098,Hosur Road,1766.0,3.0,130.0,3
3099,Hosur Road,1689.0,3.0,103.0,3
3100,Hosur Road,3600.0,5.0,180.0,5
3101,Hosur Road,1170.0,2.0,48.0,2
3102,Hosur Road,1250.0,2.0,55.0,2
3104,Hosur Road,2000.0,4.0,130.0,4
3105,Hosur Road,1250.0,2.0,65.0,2
3108,Hosur Road,1223.0,2.0,93.0,2
3110,Hosur Road,1919.0,3.0,117.0,3
3111,Hulimavu,1125.0,2.0,50.0,2
3112,Hulimavu,1242.0,2.0,51.0,2
3114,Hulimavu,1823.0,3.0,100.0,3
3115,Hulimavu,1300.0,2.0,36.0,2
3116,Hulimavu,1080.0,2.0,43.2,2
3117,Hulimavu,1100.0,2.0,71.5,2
3119,Hulimavu,688.0,1.0,50.0,1
3120,Hulimavu,1255.0,2.0,73.0,2
3121,Hulimavu,1200.0,4.0,75.0,4
3122,Hulimavu,1058.0,2.0,48.0,2
3123,Hulimavu,1375.0,2.0,80.0,2
3124,Hulimavu,1248.0,2.0,69.0,2
3125,Hulimavu,1818.0,3.0,135.0,3
3126,Hulimavu,1225.0,2.0,55.0,2
3127,Hulimavu,1255.0,2.0,74.0,2
3128,Hulimavu,1175.0,2.0,45.0,2
3129,Hulimavu,1255.0,2.0,69.0,2
3130,Hulimavu,1255.0,2.0,66.0,2
3131,Hulimavu,3035.0,5.0,271.0,3
3132,Hulimavu,3035.0,5.0,220.0,3
3133,Hulimavu,1127.0,2.0,65.0,2
3134,Hulimavu,1200.0,2.0,50.0,2
3136,Hulimavu,1200.0,2.0,75.0,2
3137,Hulimavu,1430.0,2.0,90.0,3
3138,Hulimavu,850.0,1.0,39.5,2
3139,Hulimavu,1000.0,2.0,45.0,2
3142,Hulimavu,3560.0,5.0,318.0,4
3143,Hulimavu,1011.0,2.0,38.0,2
3144,Hulimavu,1276.0,2.0,76.0,2
3145,Hulimavu,1500.0,2.0,90.0,2
3146,Hulimavu,1315.0,2.0,60.48,2
3147,Hulimavu,1021.0,2.0,76.0,2
3148,Hulimavu,581.0,1.0,29.0,1
3149,Hulimavu,935.0,2.0,45.0,2
3150,Hulimavu,1050.0,2.0,125.0,2
3152,Hulimavu,1260.0,2.0,82.0,3
3153,Hulimavu,450.0,1.0,20.0,1
3154,Hulimavu,1231.0,2.0,84.5,2
3155,Hulimavu,1916.0,2.0,150.0,3
3156,Hulimavu,1115.0,2.0,44.6,2
3157,ISRO Layout,4400.0,6.0,250.0,6
3158,ISRO Layout,1000.0,2.0,60.0,2
3159,ISRO Layout,1180.0,2.0,52.0,2
3160,ISRO Layout,1310.0,2.0,68.0,3
